CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Financial Decisions ,Spring 2019 ,"Chopra, Navin" ,FINC-442-0 (33) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,57 ,3 ,50 ,50 ,50 ,Full-Time ,4 ,0
Value Investing ,Spring 2019 ,"Jagannathan, Ravi" ,FINC-444-0 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,21 ,0 ,43 ,43 ,21 ,Full-Time ,0 ,22
Entrepreneurial Finance and Venture Capital ,Spring 2019 ,"Baker, Scott" ,FINC-445-0 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,73 ,5 ,55 ,55 ,55 ,Full-Time ,9 ,0
Entrepreneurial Finance and Venture Capital ,Spring 2019 ,"Baker, Scott" ,FINC-445-0 (51) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Fri 1:30PM - 4:30PM ,40 ,0 ,50 ,50 ,49 ,Full-Time ,0 ,1
"Mergers and Acquisitions, LBOs and Corporate Restructuring" ,Spring 2019 ,"Liberti, Jose Maria" ,FINC-448-0 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,50 ,121 ,38 ,38 ,38 ,Full-Time ,12 ,0
Real Estate Finance and Investments ,Spring 2019 ,"Furfine, Craig" ,FINC-454-0 (31) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,83 ,3 ,65 ,65 ,65 ,Full-Time ,18 ,0
Applied Real Estate Finance and Investments ,Spring 2019 ,"Furfine, Craig" ,FINC-455-0 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,13 ,0 ,55 ,55 ,13 ,Full-Time ,0 ,42
Derivatives Markets ,Spring 2019 ,"Skiadas, Constantinos" ,FINC-465-0 (31) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,21 ,0 ,50 ,50 ,21 ,Full-Time ,0 ,29
International Finance ,Spring 2019 ,Unknown ,FINC-470-0 (X31) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,TBA  ,8 ,0 ,63 ,65 ,8 ,Full-Time ,0 ,55
Macroeconomic Policy and Global Capital Markets ,Spring 2019 ,"Crouzet, Nicolas" ,FINC-473-0 (31) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,19 ,0 ,50 ,50 ,19 ,Full-Time ,0 ,31
Macroeconomic Policy and Global Capital Markets ,Spring 2019 ,"Crouzet, Nicolas" ,FINC-473-0 (32) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,28 ,0 ,50 ,50 ,28 ,Full-Time ,0 ,22
Global Entrepreneurial Finance ,Spring 2019 ,"Liberti, Jose Maria" ,FINC-477-0 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue 1:30PM - 4:30PM ,33 ,0 ,38 ,38 ,33 ,Full-Time ,0 ,5
"Wall Street, Hedge Funds and Private Equity" ,Spring 2019 ,"Stowell, David" ,FINC-931-0 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,25 ,0 ,55 ,55 ,25 ,Full-Time ,0 ,30
Capital Markets ,Spring 2019 ,"Braun, Phillip" ,FINC-950-0 (31) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,63 ,31 ,49 ,50 ,49 ,Full-Time ,14 ,0
Capital Markets ,Spring 2019 ,"Braun, Phillip" ,FINC-950-0 (32) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,118 ,200 ,49 ,50 ,49 ,Full-Time ,69 ,0
"Blockchain Technology, Digital Assets, and the Future of Finance" ,Spring 2019 ,"Wieandt, Axel" ,FINC-965-5 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,102 ,41 ,55 ,55 ,55 ,Full-Time ,47 ,0
Financial Modeling for Leveraged Buyout Transactions ,Spring 2019 ,"Saraiya, Chirag" ,FINC-940-5 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue 1:30PM - 4:30PM ,111 ,33 ,90 ,90 ,90 ,Full-Time ,21 ,0
"Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries" ,Spring 2019 ,"Hughes, Edward" ,HCAK-453-0 (41) ,Spring 2019 Bidding Phase I ,HCAK ,Evanston ,Wed 6:30PM - 9:30PM ,22 ,0 ,46 ,47 ,22 ,Full-Time ,0 ,24
Biomedical Marketing ,Spring 2019 ,"Calkins, Timothy" ,HCAK-470-0 (31) ,Spring 2019 Bidding Phase I ,HCAK ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,58 ,0 ,64 ,65 ,58 ,Full-Time ,0 ,6
Leadership in Today’s U.S. Health Systems ,Spring 2019 ,"Butler, Peter" ,HCAK-924-5 (41) ,Spring 2019 Bidding Phase I ,HCAK ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,23 ,0 ,28 ,30 ,23 ,Full-Time ,0 ,5
Strategy and Execution for a Successful Healthcare Delivery System ,Spring 2019 ,"Weinstein, James" ,HCAK-935-5 (41) ,Spring 2019 Bidding Phase I ,HCAK ,Evanston ,Mon 6:30PM - 9:30PM ,29 ,0 ,55 ,55 ,29 ,Full-Time ,0 ,26
Presentation Fundamentals ,Spring 2019 ,"Van Camp, Karen" ,KACI-452-5 (41) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,112 ,550 ,30 ,31 ,30 ,Full-Time ,82 ,0
Presentation Fundamentals ,Spring 2019 ,"Van Camp, Karen" ,KACI-452-5 (42) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,34 ,1 ,31 ,31 ,31 ,Full-Time ,3 ,0
Personal Leadership Insights ,Spring 2019 ,"Ellington Booth, Brenda" ,KACI-461-5 (31) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon 1:30PM - 3:00PM ,34 ,657 ,12 ,12 ,12 ,Full-Time ,22 ,0
Personal Leadership Insights ,Spring 2019 ,"Ellington Booth, Brenda" ,KACI-461-5 (32) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon 3:30PM - 5:00PM ,33 ,700 ,12 ,12 ,12 ,Full-Time ,21 ,0
Personal Leadership Insights ,Spring 2019 ,"Langewisch, Robert" ,KACI-461-5 (33) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Tue 8:30AM - 10:00AM ,60 ,698 ,12 ,12 ,12 ,Full-Time ,48 ,0
Personal Leadership Insights ,Spring 2019 ,"Langewisch, Robert" ,KACI-461-5 (34) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Tue 10:30AM - 12:00PM ,43 ,725 ,12 ,12 ,12 ,Full-Time ,31 ,0
Personal Leadership Insights ,Spring 2019 ,"Carroll, Shana" ,KACI-461-5 (35) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Tue 3:30PM - 5:00PM ,23 ,529 ,12 ,12 ,12 ,Full-Time ,11 ,0
Personal Leadership Insights ,Spring 2019 ,"Corona, Paul" ,KACI-461-5 (36) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Thu 1:30PM - 3:00PM ,28 ,701 ,12 ,12 ,12 ,Full-Time ,16 ,0
Personal Leadership Insights ,Spring 2019 ,"Corona, Paul" ,KACI-461-5 (37) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Fri 10:30AM - 12:00PM ,29 ,709 ,12 ,12 ,12 ,Full-Time ,17 ,0
Personal Leadership Insights ,Spring 2019 ,"Taaffe, Ellen" ,KACI-461-5 (38) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Fri 10:30AM - 12:00PM ,14 ,3 ,12 ,12 ,12 ,Full-Time ,2 ,0
Personal Leadership Insights ,Spring 2019 ,"Murnane, Kevin" ,KACI-461-5 (39) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Thu 6:30PM - 8:00PM ,12 ,1 ,12 ,12 ,12 ,Full-Time ,0 ,0
Leader as Coach ,Spring 2019 ,"Ellington Booth, Brenda" ,KACI-462-0 (31) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,79 ,397 ,35 ,36 ,35 ,Full-Time ,44 ,0
Product Management for Technology Companies: An Entrepreneurial Perspective ,Spring 2019 ,"Sawhney, Mohanbir" ,KIEI-458-0 (31) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,65 ,1 ,65 ,65 ,65 ,Full-Time ,0 ,0
Product Management for Technology Companies: An Entrepreneurial Perspective ,Spring 2019 ,"Sawhney, Mohanbir" ,KIEI-458-0 (31) ,Spring 2019 Bidding Phase II ,KIEI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,6 ,558 ,1 ,65 ,1 ,Full-Time ,4 ,0
Presentation Fundamentals ,Spring 2019 ,"Van Camp, Karen" ,KACI-452-5 (42) ,Spring 2019 Bidding Phase II ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,0 ,0 ,0 ,31 ,0 ,Full-Time ,0 ,0
Strategy and Execution for a Successful Healthcare Delivery System ,Spring 2019 ,"Weinstein, James" ,HCAK-935-5 (41) ,Spring 2019 Bidding Phase II ,HCAK ,Evanston ,Mon 6:30PM - 9:30PM ,10 ,0 ,27 ,55 ,10 ,Full-Time ,0 ,17
Leadership in Today’s U.S. Health Systems ,Spring 2019 ,"Butler, Peter" ,HCAK-924-5 (41) ,Spring 2019 Bidding Phase II ,HCAK ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,9 ,5 ,9 ,32 ,9 ,Full-Time ,0 ,0
Biomedical Marketing ,Spring 2019 ,"Calkins, Timothy" ,HCAK-470-0 (31) ,Spring 2019 Bidding Phase II ,HCAK ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,23 ,298 ,7 ,65 ,7 ,Full-Time ,16 ,0
"Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries" ,Spring 2019 ,"Hughes, Edward" ,HCAK-453-0 (41) ,Spring 2019 Bidding Phase II ,HCAK ,Evanston ,Wed 6:30PM - 9:30PM ,7 ,0 ,27 ,47 ,7 ,Full-Time ,0 ,20
Financial Modeling for Leveraged Buyout Transactions ,Spring 2019 ,"Saraiya, Chirag" ,FINC-940-5 (41) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Tue 1:30PM - 4:30PM ,0 ,0 ,0 ,90 ,0 ,Full-Time ,0 ,0
"Blockchain Technology, Digital Assets, and the Future of Finance" ,Spring 2019 ,"Wieandt, Axel" ,FINC-965-5 (41) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,55 ,0 ,Full-Time ,0 ,0
"Wall Street, Hedge Funds and Private Equity" ,Spring 2019 ,"Stowell, David" ,FINC-931-0 (41) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,15 ,0 ,30 ,55 ,15 ,Full-Time ,0 ,15
Global Entrepreneurial Finance ,Spring 2019 ,"Liberti, Jose Maria" ,FINC-477-0 (41) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Tue 1:30PM - 4:30PM ,8 ,0 ,9 ,42 ,8 ,Full-Time ,0 ,1
Macroeconomic Policy and Global Capital Markets ,Spring 2019 ,"Crouzet, Nicolas" ,FINC-473-0 (32) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,23 ,1 ,23 ,50 ,23 ,Full-Time ,0 ,0
Macroeconomic Policy and Global Capital Markets ,Spring 2019 ,"Crouzet, Nicolas" ,FINC-473-0 (31) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,18 ,0 ,31 ,50 ,18 ,Full-Time ,0 ,13
International Finance ,Spring 2019 ,Unknown ,FINC-470-0 (X31) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,TBA  ,2 ,0 ,56 ,65 ,2 ,Full-Time ,0 ,54
Derivatives Markets ,Spring 2019 ,"Skiadas, Constantinos" ,FINC-465-0 (31) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,9 ,0 ,29 ,50 ,9 ,Full-Time ,0 ,20
Applied Real Estate Finance and Investments ,Spring 2019 ,"Furfine, Craig" ,FINC-455-0 (41) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,42 ,55 ,0 ,Full-Time ,0 ,42
Entrepreneurial Finance and Venture Capital ,Spring 2019 ,"Baker, Scott" ,FINC-445-0 (51) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Fri 1:30PM - 4:30PM ,13 ,1001 ,2 ,50 ,2 ,Full-Time ,11 ,0
Entrepreneurial Finance and Venture Capital ,Spring 2019 ,"Baker, Scott" ,FINC-445-0 (41) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,55 ,0 ,Full-Time ,0 ,0
Value Investing ,Spring 2019 ,"Jagannathan, Ravi" ,FINC-444-0 (41) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,5 ,0 ,22 ,43 ,5 ,Full-Time ,0 ,17
Financial Decisions ,Spring 2019 ,"Chopra, Navin" ,FINC-442-0 (32) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,0 ,0 ,0 ,50 ,0 ,Full-Time ,0 ,0
Financial Decisions ,Spring 2019 ,"Chopra, Navin" ,FINC-442-0 (31) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,22 ,31 ,16 ,50 ,16 ,Full-Time ,6 ,0
Finance II ,Spring 2019 ,"Ravina, Enrichetta" ,FINC-431-0 (34) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,20 ,0 ,44 ,50 ,20 ,Full-Time ,0 ,24
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (34) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,20 ,0 ,44 ,50 ,20 ,Full-Time ,0 ,24
Finance II ,Spring 2019 ,"Matsa, David" ,FINC-431-0 (32) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,0 ,0 ,0 ,50 ,0 ,Full-Time ,0 ,0
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (32) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,0 ,0 ,0 ,50 ,0 ,Full-Time ,0 ,0
Finance II ,Spring 2019 ,"Matsa, David" ,FINC-431-0 (31) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,21 ,1406 ,2 ,50 ,2 ,Full-Time ,19 ,0
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (31) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,21 ,1406 ,2 ,50 ,2 ,Full-Time ,19 ,0
Regulation of Competitive Strategies ,Spring 2019 ,"McCareins, Mark" ,BLAW-437-0 (51) ,Spring 2019 Bidding Phase II ,BLAW ,Evanston ,Fri 1:30PM - 4:30PM ,27 ,1 ,26 ,50 ,26 ,Full-Time ,1 ,0
Sustainability Reporting and Analysis ,Spring 2019 ,"Finn, Mark" ,ACCT-459-5 (41) ,Spring 2019 Bidding Phase II ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,2 ,0 ,38 ,55 ,2 ,Full-Time ,0 ,36
Global Financial Management and Reporting ,Spring 2019 ,"Finn, Mark" ,ACCT-457-5 (41) ,Spring 2019 Bidding Phase II ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,15 ,0 ,37 ,55 ,15 ,Full-Time ,0 ,22
Financial Reporting and Analysis ,Spring 2019 ,"Finn, Mark" ,ACCT-451-0 (32) ,Spring 2019 Bidding Phase II ,ACCT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,9 ,0 ,40 ,65 ,9 ,Full-Time ,0 ,31
Financial Reporting and Analysis ,Spring 2019 ,"Finn, Mark" ,ACCT-451-0 (31) ,Spring 2019 Bidding Phase II ,ACCT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,1 ,0 ,38 ,50 ,1 ,Full-Time ,0 ,37
Managerial Accounting ,Spring 2019 ,"Lyle, Matthew" ,ACCT-431-0 (32) ,Spring 2019 Bidding Phase II ,ACCT ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,8 ,0 ,35 ,50 ,17 ,Full-Time ,0 ,18
Managerial Accounting ,Spring 2019 ,"Lyle, Matthew" ,ACCT-431-0 (31) ,Spring 2019 Bidding Phase II ,ACCT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,14 ,667 ,2 ,50 ,2 ,Full-Time ,3 ,0
Social Dynamics and Network Analytics ,Spring 2019 ,"Wang, Dashun" ,MORS-457-0 (31) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,25 ,0 ,43 ,65 ,33 ,Full-Time ,0 ,10
Leading the Strategic Change Process ,Spring 2019 ,"Chown, Jillian" ,MORS-452-0 (32) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,72 ,500 ,22 ,65 ,22 ,Full-Time ,50 ,0
Leading the Strategic Change Process ,Spring 2019 ,"Boynton, Dylan" ,MORS-452-0 (32) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,72 ,500 ,22 ,65 ,22 ,Full-Time ,50 ,0
Leading the Strategic Change Process ,Spring 2019 ,"Diaz, Carmen" ,MORS-452-0 (31) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,34 ,905 ,3 ,65 ,3 ,Full-Time ,31 ,0
Leading the Strategic Change Process ,Spring 2019 ,"Chown, Jillian" ,MORS-452-0 (31) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,34 ,905 ,3 ,65 ,3 ,Full-Time ,31 ,0
Behavioral Marketing Science ,Spring 2019 ,"Lee, Angela" ,MKTG-959-0 (41) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,29 ,151 ,18 ,48 ,18 ,Full-Time ,11 ,0
"Consumers, Culture, and Leadership" ,Spring 2019 ,"Carpenter, Gregory" ,MKTG-918-0 (41) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Mon 6:30PM - 9:30PM ,54 ,300 ,20 ,55 ,20 ,Full-Time ,34 ,0
Strategic Brand Management ,Spring 2019 ,"Chernev, Alexander" ,MKTG-473-0 (41) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,0 ,0 ,0 ,55 ,0 ,Full-Time ,0 ,0
"Consumers, Culture, and Leadership" ,Spring 2019 ,"Carpenter, Gregory" ,MKTG-918-0 (31) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,44 ,185 ,21 ,50 ,21 ,Full-Time ,23 ,0
Marketing Strategy for Growth and Defense ,Spring 2019 ,"Lecinski, James" ,MKTG-466-0 (41) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,0 ,0 ,0 ,60 ,0 ,Full-Time ,0 ,0
Services Marketing and Management ,Spring 2019 ,"Jami, Ata" ,MKTG-459-5 (31) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,26 ,440 ,10 ,50 ,10 ,Full-Time ,16 ,0
Advertising Strategy ,Spring 2019 ,"Pearlman, Mary" ,MKTG-454-0 (41) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,37 ,0 ,46 ,55 ,37 ,Full-Time ,0 ,9
Business-to-Business (B2B) Marketing ,Spring 2019 ,"Berggren, Eric" ,MKTG-453-0 (41) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,40 ,55 ,27 ,60 ,27 ,Full-Time ,13 ,0
Marketing Research and Analytics ,Spring 2019 ,"Bockenholt, Ulf" ,MKTG-450-0 (32) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,39 ,300 ,16 ,48 ,16 ,Full-Time ,23 ,0
Marketing Research and Analytics ,Spring 2019 ,"Bockenholt, Ulf" ,MKTG-450-0 (31) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,37 ,144 ,19 ,48 ,19 ,Full-Time ,18 ,0
Pricing Strategies ,Spring 2019 ,"Chaves, Isaias" ,MECN-446-0 (31) ,Spring 2019 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,64 ,740 ,10 ,65 ,10 ,Full-Time ,54 ,0
Social Impact Analytics ,Spring 2019 ,"Dillon, Andrew" ,KPPI-948-0 (41) ,Spring 2019 Bidding Phase II ,KPPI ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,14 ,1 ,13 ,43 ,13 ,Full-Time ,1 ,0
Decision-Making for Sustainable Business ,Spring 2019 ,"Preston, Malcolm" ,KPPI-947-5 (41) ,Spring 2019 Bidding Phase II ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,34 ,22 ,24 ,55 ,24 ,Full-Time ,10 ,0
Corporate Social Innovation ,Spring 2019 ,"Towns, William" ,KPPI-917-5 (41) ,Spring 2019 Bidding Phase II ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,28 ,10 ,23 ,57 ,23 ,Full-Time ,5 ,0
Board Governance of Non-Profit Organizations ,Spring 2019 ,"Howard, Liz" ,KPPI-455-5 (91) ,Spring 2019 Bidding Phase II ,KPPI ,Chicago ,Mon 6:00PM - 9:00PM ,3 ,1 ,3 ,10 ,3 ,Full-Time ,0 ,0
Human and Machine Intelligence ,Spring 2019 ,"Pah, Adam" ,KIEI-950-5 (32) ,Spring 2019 Bidding Phase II ,KIEI ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,15 ,0 ,52 ,65 ,18 ,Full-Time ,0 ,34
Strategy Beyond Markets ,Spring 2019 ,"Teso, Edoardo" ,KPPI-441-0 (31) ,Spring 2019 Bidding Phase II ,KPPI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,47 ,251 ,18 ,50 ,18 ,Full-Time ,29 ,0
Human and Machine Intelligence ,Spring 2019 ,"Pah, Adam" ,KIEI-950-5 (31) ,Spring 2019 Bidding Phase II ,KIEI ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,33 ,35 ,26 ,65 ,26 ,Full-Time ,4 ,0
Intellectual Property for Entrepreneurs ,Spring 2019 ,"Conley, James" ,KIEI-935-5 (41) ,Spring 2019 Bidding Phase II ,KIEI ,Evanston ,Thu 6:30PM - 9:30PM ,18 ,380 ,6 ,27 ,6 ,Full-Time ,12 ,0
Corporate Innovation and New Ventures ,Spring 2019 ,"Earle, Jr., Paul" ,KIEI-903-0 (91) ,Spring 2019 Bidding Phase II ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,4 ,2 ,4 ,8 ,4 ,Full-Time ,0 ,0
Corporate Innovation and New Ventures ,Spring 2019 ,"DeBiase, Dean" ,KIEI-903-0 (91) ,Spring 2019 Bidding Phase II ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,4 ,2 ,4 ,8 ,4 ,Full-Time ,0 ,0
New Venture Discovery ,Spring 2019 ,"Vehovsky, Gabe" ,KIEI-462-0 (42) ,Spring 2019 Bidding Phase II ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,32 ,665 ,10 ,27 ,10 ,Full-Time ,22 ,0
Product Management for Technology Companies: An Entrepreneurial Perspective ,Spring 2019 ,"Sawhney, Mohanbir" ,KIEI-458-0 (41) ,Spring 2019 Bidding Phase II ,KIEI ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,33 ,0 ,34 ,62 ,34 ,Full-Time ,0 ,0
Urban Economic Development and Real Estate Market Analysis ,Spring 2019 ,"Mattoon, Richard" ,REAL-443-5 (41) ,Spring 2019 Bidding Phase II ,REAL ,Evanston ,Thu 6:30PM - 9:30PM ,37 ,750 ,7 ,55 ,7 ,Full-Time ,30 ,0
Operations Management ,Spring 2019 ,"Abdallah, Tarek" ,OPNS-430-0 (36) ,Spring 2019 Bidding Phase II ,OPNS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,25 ,0 ,34 ,65 ,26 ,Full-Time ,0 ,8
Operations Management ,Spring 2019 ,"Abdallah, Tarek" ,OPNS-430-0 (35) ,Spring 2019 Bidding Phase II ,OPNS ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,17 ,0 ,51 ,65 ,17 ,Full-Time ,0 ,34
Operations Management ,Spring 2019 ,"Ibanez, Maria" ,OPNS-430-0 (34) ,Spring 2019 Bidding Phase II ,OPNS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,28 ,3 ,26 ,65 ,26 ,Full-Time ,1 ,0
Managing Organizations for Growth ,Spring 2019 ,"Ocasio, William" ,MORS-946-5 (41) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Wed 6:30PM - 9:30PM ,0 ,0 ,0 ,55 ,0 ,Full-Time ,0 ,0
Operations Management ,Spring 2019 ,"Ibanez, Maria" ,OPNS-430-0 (33) ,Spring 2019 Bidding Phase II ,OPNS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,30 ,0 ,50 ,65 ,30 ,Full-Time ,0 ,20
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (51) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,20 ,1746 ,1 ,26 ,1 ,Full-Time ,19 ,0
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (43) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,47 ,2094 ,1 ,31 ,1 ,Full-Time ,46 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (41) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,0 ,0 ,0 ,33 ,0 ,Full-Time ,0 ,0
Negotiating in a Virtual World ,Spring 2019 ,"Thompson, Leigh" ,MORS-471-5 (41) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,TBA  ,15 ,1951 ,1 ,43 ,1 ,Full-Time ,14 ,0
Negotiating in a Virtual World ,Spring 2019 ,"Gai, Shelby" ,MORS-471-5 (41) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,TBA  ,15 ,1951 ,1 ,43 ,1 ,Full-Time ,14 ,0
