CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Real Estate Finance and Investments ,Spring 2018 ,"Furfine, Craig" ,FINC-454-0 (61) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,19 ,0 ,25 ,65 ,19 ,Full-Time ,0 ,6
"Mergers and Acquisitions, LBOs and Corporate Restructuring" ,Spring 2018 ,"Liberti, Jose Maria" ,FINC-448-0 (80) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,37 ,0 ,Full-Time ,0 ,0
Entrepreneurial Finance and Venture Capital ,Spring 2018 ,"Baker, Scott" ,FINC-445-0 (89) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Fri 1:30PM - 4:30PM ,9 ,0 ,17 ,42 ,9 ,Full-Time ,0 ,8
Financial Decisions ,Spring 2018 ,"Chopra, Navin" ,FINC-442-0 (63) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,5 ,0 ,28 ,50 ,5 ,Full-Time ,0 ,23
Financial Decisions ,Spring 2018 ,"Fishman, Michael" ,FINC-442-0 (61) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,11 ,249 ,6 ,50 ,6 ,Full-Time ,5 ,0
Finance II ,Spring 2018 ,"Ravina, Enrichetta" ,FINC-431-0 (64) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,17 ,90 ,10 ,50 ,10 ,Full-Time ,5 ,0
Finance II ,Spring 2018 ,"Ravina, Enrichetta" ,FINC-431-0 (63) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,7 ,0 ,40 ,50 ,9 ,Full-Time ,0 ,31
Finance II ,Spring 2018 ,"Mezzanotti, Filippo" ,FINC-431-0 (61) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,5 ,805 ,2 ,50 ,2 ,Full-Time ,3 ,0
Regulation of Competitive Strategies ,Spring 2018 ,"McCareins, Mark" ,BLAW-437-0 (80) ,Spring 2018 Bidding Phase II ,BLAW ,Evanston ,Mon 6:30PM - 9:30PM ,0 ,0 ,0 ,59 ,0 ,Full-Time ,0 ,0
Sustainability Reporting and Analysis ,Spring 2018 ,"Finn, Mark" ,ACCT-459-5 (81) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,4 ,0 ,43 ,55 ,4 ,Full-Time ,0 ,39
Global Financial Management and Reporting ,Spring 2018 ,"Finn, Mark" ,ACCT-457-5 (81) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,15 ,0 ,24 ,55 ,15 ,Full-Time ,0 ,9
Financial Reporting and Analysis ,Spring 2018 ,"Finn, Mark" ,ACCT-451-0 (62) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,9 ,0 ,25 ,50 ,9 ,Full-Time ,0 ,16
Financial Reporting and Analysis ,Spring 2018 ,"Finn, Mark" ,ACCT-451-0 (61) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,4 ,0 ,28 ,50 ,4 ,Full-Time ,0 ,24
Managerial Accounting ,Spring 2018 ,"Lyle, Matthew" ,ACCT-431-0 (62) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,12 ,0 ,15 ,65 ,14 ,Full-Time ,0 ,1
Managerial Accounting ,Spring 2018 ,"Lyle, Matthew" ,ACCT-431-0 (61) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,13 ,100 ,7 ,65 ,7 ,Full-Time ,4 ,0
Strategic Challenges in Emerging Markets ,Spring 2019 ,"Morjaria, Ameet" ,STRT-466-0 (32) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,32 ,0 ,63 ,65 ,32 ,Full-Time ,0 ,31
Strategies for Growth ,Spring 2019 ,"Mazzeo, Michael" ,STRT-475-5 (41) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon 6:30PM - 9:30PM ,254 ,335 ,60 ,62 ,60 ,Full-Time ,194 ,0
The Economics of Energy Markets ,Spring 2019 ,"Busse, Meghan" ,STRT-958-5 (31) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,69 ,2 ,65 ,65 ,65 ,Full-Time ,4 ,0
Supply Chain Management ,Spring 2019 ,"Bassamboo, Achal" ,OPNS-455-0 (31) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,117 ,122 ,70 ,70 ,70 ,Full-Time ,47 ,0
Enterprise Risk Management ,Spring 2019 ,Unknown ,OPNS-923-0 (X41) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,TBA  ,10 ,0 ,55 ,55 ,10 ,Full-Time ,0 ,45
International Real Estate ,Spring 2019 ,Unknown ,REAL-922-5 (X41) ,Spring 2019 Bidding Phase I ,REAL ,Evanston ,TBA  ,0 ,0 ,55 ,55 ,0 ,Full-Time ,0 ,55
Real Estate Technology ,Spring 2019 ,"Akason, Denise" ,REAL-930-5 (41) ,Spring 2019 Bidding Phase I ,REAL ,Evanston ,Wed 6:30PM - 9:30PM ,36 ,0 ,55 ,55 ,36 ,Full-Time ,0 ,19
Real Estate Technology ,Spring 2019 ,"Oei, Mark" ,REAL-930-5 (41) ,Spring 2019 Bidding Phase I ,REAL ,Evanston ,Wed 6:30PM - 9:30PM ,36 ,0 ,55 ,55 ,36 ,Full-Time ,0 ,19
People Analytics and Strategy ,Spring 2019 ,"Friedrich, Benjamin" ,STRT-440-0 (31) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,37 ,0 ,65 ,65 ,37 ,Full-Time ,0 ,28
Strategy and Organization ,Spring 2019 ,"Powell, Michael" ,STRT-452-0 (31) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,41 ,0 ,65 ,65 ,56 ,Full-Time ,0 ,9
Strategy and Organization ,Spring 2019 ,"Rayo, Luis" ,STRT-452-0 (32) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,40 ,0 ,63 ,65 ,40 ,Full-Time ,0 ,23
Strategy and Organization ,Spring 2019 ,"Powell, Michael" ,STRT-452-0 (33) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,99 ,101 ,64 ,65 ,64 ,Full-Time ,20 ,0
FinTech Strategy ,Spring 2019 ,"Markovich, Sarit" ,STRT-461-5 (31) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,81 ,3 ,68 ,70 ,68 ,Full-Time ,13 ,0
Strategic Challenges in Emerging Markets ,Spring 2019 ,"Morjaria, Ameet" ,STRT-466-0 (31) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,50 ,0 ,63 ,65 ,50 ,Full-Time ,0 ,13
Social Dynamics and Network Analytics ,Spring 2019 ,"Wang, Dawei" ,MORS-457-0 (31) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,20 ,0 ,62 ,65 ,20 ,Full-Time ,0 ,42
Social Dynamics and Network Analytics ,Spring 2019 ,"Wang, Dashun" ,MORS-457-0 (32) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,37 ,0 ,64 ,65 ,37 ,Full-Time ,0 ,27
Social Dynamics and Network Analytics ,Spring 2019 ,"Wang, Dawei" ,MORS-457-0 (32) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,37 ,0 ,64 ,65 ,37 ,Full-Time ,0 ,27
Negotiating in a Virtual World ,Spring 2019 ,"Gai, Shelby" ,MORS-471-5 (41) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,TBA  ,41 ,0 ,42 ,43 ,41 ,Full-Time ,0 ,1
Negotiating in a Virtual World ,Spring 2019 ,"Thompson, Leigh" ,MORS-471-5 (41) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,TBA  ,41 ,0 ,42 ,43 ,41 ,Full-Time ,0 ,1
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (41) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,68 ,986 ,32 ,33 ,32 ,Full-Time ,36 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (42) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,63 ,907 ,30 ,31 ,30 ,Full-Time ,33 ,0
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (43) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,29 ,0 ,30 ,31 ,29 ,Full-Time ,0 ,1
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (44) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,43 ,757 ,32 ,33 ,32 ,Full-Time ,9 ,0
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (51) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,22 ,0 ,25 ,26 ,24 ,Full-Time ,0 ,1
Operations Management ,Spring 2019 ,"Bassamboo, Achal" ,OPNS-430-0 (31) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,165 ,306 ,65 ,65 ,65 ,Full-Time ,100 ,0
Operations Management ,Spring 2019 ,"Bassamboo, Achal" ,OPNS-430-0 (32) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,90 ,250 ,65 ,65 ,65 ,Full-Time ,25 ,0
Operations Management ,Spring 2019 ,"Ibanez, Maria" ,OPNS-430-0 (33) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,16 ,0 ,65 ,65 ,16 ,Full-Time ,0 ,49
Managing Organizations for Growth ,Spring 2019 ,"Ocasio, William" ,MORS-946-5 (41) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Wed 6:30PM - 9:30PM ,60 ,1 ,54 ,55 ,54 ,Full-Time ,6 ,0
Operations Management ,Spring 2019 ,"Ibanez, Maria" ,OPNS-430-0 (34) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,39 ,0 ,65 ,65 ,39 ,Full-Time ,0 ,26
Operations Management ,Spring 2019 ,"Abdallah, Tarek" ,OPNS-430-0 (35) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,14 ,0 ,65 ,65 ,14 ,Full-Time ,0 ,51
Operations Management ,Spring 2019 ,"Abdallah, Tarek" ,OPNS-430-0 (36) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,31 ,0 ,65 ,65 ,31 ,Full-Time ,0 ,34
The Rookie General Manager ,Spring 2019 ,"White, William" ,OPNS-925-5 (31) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,193 ,568 ,66 ,70 ,66 ,Full-Time ,127 ,0
The Rookie General Manager ,Spring 2019 ,"White, William" ,OPNS-925-5 (32) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,136 ,415 ,69 ,70 ,69 ,Full-Time ,67 ,0
Urban Economic Development and Real Estate Market Analysis ,Spring 2019 ,"Mattoon, Richard" ,REAL-443-5 (41) ,Spring 2019 Bidding Phase I ,REAL ,Evanston ,Thu 6:30PM - 9:30PM ,46 ,0 ,53 ,55 ,46 ,Full-Time ,0 ,7
Product Management for Technology Companies: An Entrepreneurial Perspective ,Spring 2019 ,"Sawhney, Mohanbir" ,KIEI-458-0 (41) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,29 ,0 ,55 ,55 ,29 ,Full-Time ,0 ,26
New Venture Discovery ,Spring 2019 ,"Schonthal, David" ,KIEI-462-0 (41) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,64 ,800 ,27 ,27 ,27 ,Full-Time ,37 ,0
New Venture Discovery ,Spring 2019 ,"Vehovsky, Gabe" ,KIEI-462-0 (42) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,18 ,0 ,27 ,27 ,18 ,Full-Time ,0 ,9
Corporate Innovation and New Ventures ,Spring 2019 ,"DeBiase, Dean" ,KIEI-903-0 (91) ,Spring 2019 Bidding Phase I ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,4 ,0 ,5 ,5 ,4 ,Full-Time ,0 ,1
Corporate Innovation and New Ventures ,Spring 2019 ,"Earle, Jr., Paul" ,KIEI-903-0 (91) ,Spring 2019 Bidding Phase I ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,4 ,0 ,5 ,5 ,4 ,Full-Time ,0 ,1
Growth Strategy Practicum ,Spring 2019 ,"O'Connor, Karin" ,KIEI-915-0 (41) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,37 ,26 ,30 ,30 ,30 ,Full-Time ,7 ,0
Intellectual Property for Entrepreneurs ,Spring 2019 ,"Conley, James" ,KIEI-935-5 (41) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Thu 6:30PM - 9:30PM ,22 ,0 ,25 ,25 ,22 ,Full-Time ,0 ,3
Human and Machine Intelligence ,Spring 2019 ,"Pah, Adam" ,KIEI-950-5 (31) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,40 ,0 ,64 ,65 ,40 ,Full-Time ,0 ,24
Launching and Leading Startups ,Spring 2019 ,"Cast, Carter" ,KIEI-967-0 (41) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,161 ,1592 ,41 ,43 ,41 ,Full-Time ,120 ,0
Technology in the Age of Analytics ,Spring 2019 ,"Katakam, Raghu" ,KMCI-930-5 (41) ,Spring 2019 Bidding Phase I ,KMCI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,50 ,1 ,44 ,45 ,44 ,Full-Time ,6 ,0
Strategy Beyond Markets ,Spring 2019 ,"Teso, Edoardo" ,KPPI-441-0 (31) ,Spring 2019 Bidding Phase I ,KPPI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,35 ,0 ,50 ,50 ,35 ,Full-Time ,0 ,15
Human and Machine Intelligence ,Spring 2019 ,"Pah, Adam" ,KIEI-950-5 (32) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,13 ,0 ,65 ,65 ,13 ,Full-Time ,0 ,52
Board Governance of Non-Profit Organizations ,Spring 2019 ,"Howard, Liz" ,KPPI-455-5 (91) ,Spring 2019 Bidding Phase I ,KPPI ,Chicago ,Mon 6:00PM - 9:00PM ,7 ,0 ,8 ,8 ,7 ,Full-Time ,0 ,1
Corporate Social Innovation ,Spring 2019 ,"Towns, William" ,KPPI-917-5 (41) ,Spring 2019 Bidding Phase I ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,35 ,0 ,55 ,55 ,35 ,Full-Time ,0 ,20
Early Stage Impact Investing ,Spring 2019 ,"Seitz, Tasha" ,KPPI-940-0 (41) ,Spring 2019 Bidding Phase I ,KPPI ,Evanston ,Tue 6:30PM - 9:30PM ,38 ,7 ,33 ,33 ,33 ,Full-Time ,5 ,0
Decision-Making for Sustainable Business ,Spring 2019 ,"Preston, Malcolm" ,KPPI-947-5 (41) ,Spring 2019 Bidding Phase I ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,29 ,0 ,53 ,55 ,29 ,Full-Time ,0 ,24
Social Impact Analytics ,Spring 2019 ,"Dillon, Andrew" ,KPPI-948-0 (41) ,Spring 2019 Bidding Phase I ,KPPI ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,30 ,0 ,43 ,43 ,30 ,Full-Time ,0 ,13
Pricing Strategies ,Spring 2019 ,"Chaves, Isaias" ,MECN-446-0 (31) ,Spring 2019 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,56 ,0 ,64 ,65 ,56 ,Full-Time ,0 ,8
Game Theory and Strategic Decisions ,Spring 2019 ,"Dale, Donald" ,MECN-452-0 (31) ,Spring 2019 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,121 ,100 ,65 ,65 ,65 ,Full-Time ,56 ,0
Game Theory and Strategic Decisions ,Spring 2019 ,"Dale, Donald" ,MECN-452-0 (32) ,Spring 2019 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,184 ,210 ,63 ,65 ,63 ,Full-Time ,121 ,0
Marketing Research and Analytics ,Spring 2019 ,"Bockenholt, Ulf" ,MKTG-450-0 (31) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,29 ,0 ,48 ,48 ,29 ,Full-Time ,0 ,19
Marketing Research and Analytics ,Spring 2019 ,"Bockenholt, Ulf" ,MKTG-450-0 (32) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,34 ,0 ,48 ,48 ,34 ,Full-Time ,0 ,14
Omnichannel Experience Strategy ,Spring 2019 ,"Wilson, Rick" ,MKTG-451-0 (31) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,105 ,14 ,63 ,65 ,63 ,Full-Time ,42 ,0
Business-to-Business (B2B) Marketing ,Spring 2019 ,"Berggren, Eric" ,MKTG-453-0 (41) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,35 ,0 ,54 ,55 ,35 ,Full-Time ,0 ,19
Advertising Strategy ,Spring 2019 ,"Rucker, Derek" ,MKTG-454-0 (31) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,112 ,200 ,64 ,65 ,64 ,Full-Time ,48 ,0
Advertising Strategy ,Spring 2019 ,"Rucker, Derek" ,MKTG-454-0 (32) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,128 ,210 ,61 ,65 ,61 ,Full-Time ,67 ,0
Advertising Strategy ,Spring 2019 ,"Pearlman, Mary" ,MKTG-454-0 (41) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,9 ,0 ,55 ,55 ,9 ,Full-Time ,0 ,46
Services Marketing and Management ,Spring 2019 ,"Jami, Ata" ,MKTG-459-5 (31) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,42 ,0 ,50 ,50 ,42 ,Full-Time ,0 ,8
Marketing Strategy for Growth and Defense ,Spring 2019 ,"Hennessy, Julie" ,MKTG-466-0 (31) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,157 ,706 ,65 ,65 ,65 ,Full-Time ,92 ,0
Marketing Strategy for Growth and Defense ,Spring 2019 ,"Lecinski, James" ,MKTG-466-0 (41) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,65 ,17 ,60 ,60 ,60 ,Full-Time ,5 ,0
Customer Analytics and AI ,Spring 2019 ,"McShane, Blake" ,MKTG-482-0 (31) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,95 ,51 ,63 ,65 ,63 ,Full-Time ,32 ,0
Customer Analytics and AI ,Spring 2019 ,"McShane, Blake" ,MKTG-482-0 (32) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,163 ,153 ,64 ,65 ,64 ,Full-Time ,99 ,0
"Consumers, Culture, and Leadership" ,Spring 2019 ,"Carpenter, Gregory" ,MKTG-918-0 (31) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,30 ,0 ,50 ,50 ,30 ,Full-Time ,0 ,20
Strategic Brand Management ,Spring 2019 ,"Chernev, Alexander" ,MKTG-473-0 (41) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,98 ,33 ,55 ,55 ,55 ,Full-Time ,43 ,0
"Consumers, Culture, and Leadership" ,Spring 2019 ,"Carpenter, Gregory" ,MKTG-918-0 (41) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon 6:30PM - 9:30PM ,33 ,0 ,52 ,55 ,33 ,Full-Time ,0 ,19
Behavioral Marketing Science ,Spring 2019 ,"Lee, Angela" ,MKTG-959-0 (41) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,32 ,0 ,41 ,43 ,32 ,Full-Time ,0 ,9
Leading the Strategic Change Process ,Spring 2019 ,"Chown, Jillian" ,MORS-452-0 (31) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,62 ,0 ,64 ,65 ,62 ,Full-Time ,0 ,2
Leading the Strategic Change Process ,Spring 2019 ,"Diaz, Carmen" ,MORS-452-0 (31) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,62 ,0 ,64 ,65 ,62 ,Full-Time ,0 ,2
Leading the Strategic Change Process ,Spring 2019 ,"Boynton, Dylan" ,MORS-452-0 (32) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,44 ,0 ,64 ,65 ,44 ,Full-Time ,0 ,20
Leading the Strategic Change Process ,Spring 2019 ,"Chown, Jillian" ,MORS-452-0 (32) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,44 ,0 ,64 ,65 ,44 ,Full-Time ,0 ,20
Social Dynamics and Network Analytics ,Spring 2019 ,"Wang, Dashun" ,MORS-457-0 (31) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,20 ,0 ,62 ,65 ,20 ,Full-Time ,0 ,42
Managerial Accounting ,Spring 2019 ,"Lyle, Matthew" ,ACCT-431-0 (31) ,Spring 2019 Bidding Phase I ,ACCT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,49 ,0 ,50 ,50 ,49 ,Full-Time ,0 ,1
Managerial Accounting ,Spring 2019 ,"Lyle, Matthew" ,ACCT-431-0 (32) ,Spring 2019 Bidding Phase I ,ACCT ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,15 ,0 ,50 ,50 ,15 ,Full-Time ,0 ,35
Financial Reporting and Analysis ,Spring 2019 ,"Finn, Mark" ,ACCT-451-0 (31) ,Spring 2019 Bidding Phase I ,ACCT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,12 ,0 ,50 ,50 ,12 ,Full-Time ,0 ,38
Financial Reporting and Analysis ,Spring 2019 ,"Finn, Mark" ,ACCT-451-0 (32) ,Spring 2019 Bidding Phase I ,ACCT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,26 ,0 ,65 ,65 ,26 ,Full-Time ,0 ,39
Global Financial Management and Reporting ,Spring 2019 ,"Finn, Mark" ,ACCT-457-5 (41) ,Spring 2019 Bidding Phase I ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,18 ,0 ,55 ,55 ,18 ,Full-Time ,0 ,37
Sustainability Reporting and Analysis ,Spring 2019 ,"Finn, Mark" ,ACCT-459-5 (41) ,Spring 2019 Bidding Phase I ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,16 ,0 ,54 ,55 ,16 ,Full-Time ,0 ,38
Regulation of Competitive Strategies ,Spring 2019 ,"McCareins, Mark" ,BLAW-437-0 (51) ,Spring 2019 Bidding Phase I ,BLAW ,Evanston ,Fri 1:30PM - 4:30PM ,25 ,0 ,50 ,50 ,25 ,Full-Time ,0 ,25
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (31) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,42 ,0 ,50 ,50 ,50 ,Full-Time ,0 ,0
Finance II ,Spring 2019 ,"Matsa, David" ,FINC-431-0 (31) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,42 ,0 ,50 ,50 ,50 ,Full-Time ,0 ,0
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (32) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,98 ,161 ,50 ,50 ,50 ,Full-Time ,44 ,0
Finance II ,Spring 2019 ,"Matsa, David" ,FINC-431-0 (32) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,98 ,161 ,50 ,50 ,50 ,Full-Time ,44 ,0
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (33) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,83 ,172 ,50 ,50 ,50 ,Full-Time ,29 ,0
Finance II ,Spring 2019 ,"Matsa, David" ,FINC-431-0 (33) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,83 ,172 ,50 ,50 ,50 ,Full-Time ,29 ,0
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (34) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,7 ,0 ,50 ,50 ,7 ,Full-Time ,0 ,43
Finance II ,Spring 2019 ,"Ravina, Enrichetta" ,FINC-431-0 (34) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,7 ,0 ,50 ,50 ,7 ,Full-Time ,0 ,43
Financial Decisions ,Spring 2019 ,"Chopra, Navin" ,FINC-442-0 (31) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,23 ,0 ,50 ,50 ,36 ,Full-Time ,0 ,14
Financial Decisions ,Spring 2019 ,"Chopra, Navin" ,FINC-442-0 (32) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,68 ,5 ,50 ,50 ,50 ,Full-Time ,8 ,0
